fecha,valor,completo_mediciones,completo_umbral
2007/06/09,0.00,100.0,100.0
2007/06/10,0.00,100.0,100.0
2007/06/11,0.00,100.0,100.0
2007/06/12,0.00,100.0,100.0
2007/06/13,0.50,100.0,100.0
2007/06/14,0.70,100.0,100.0
2007/06/15,0.60,100.0,100.0
2007/06/16,0.00,100.0,100.0
2007/06/17,0.00,100.0,100.0
2007/06/18,0.00,100.0,100.0
2007/06/19,0.20,100.0,100.0
2007/06/20,0.00,100.0,100.0
2007/06/21,3.20,100.0,100.0
2007/06/22,1.80,100.0,100.0
2007/06/23,0.00,100.0,100.0
2007/06/24,0.00,100.0,100.0
2007/06/25,0.00,100.0,100.0
2007/06/26,0.00,100.0,100.0
2007/06/27,0.00,100.0,100.0
2007/06/28,0.00,100.0,100.0
2007/06/29,0.00,100.0,100.0
2007/06/30,0.00,100.0,100.0
2007/07/01,0.00,100.0,100.0
2007/07/02,0.00,100.0,100.0
2007/07/03,0.00,100.0,100.0
2007/07/04,0.00,100.0,100.0
2007/07/05,0.00,100.0,100.0
2007/07/06,0.00,100.0,100.0
2007/07/07,0.00,100.0,100.0
2007/07/08,1.00,100.0,100.0
2007/07/09,0.00,100.0,100.0
2007/07/10,0.00,100.0,100.0
2007/07/11,0.00,100.0,100.0
2007/07/12,0.00,100.0,100.0
2007/07/13,0.00,100.0,100.0
2007/07/14,0.00,100.0,100.0
2007/07/15,1.00,100.0,100.0
2007/07/16,0.00,100.0,100.0
2007/07/17,4.10,100.0,100.0
2007/07/18,0.10,100.0,100.0
2007/07/19,0.00,100.0,100.0
2007/07/20,0.50,100.0,100.0
2007/07/21,0.00,100.0,100.0
2007/07/22,0.10,100.0,100.0
2007/07/23,0.00,100.0,100.0
2007/07/24,0.00,100.0,100.0
2007/07/25,0.10,100.0,100.0
2007/07/26,0.00,100.0,100.0
2007/07/27,1.30,100.0,100.0
2007/07/28,0.00,100.0,100.0
2007/07/29,0.00,100.0,100.0
2007/07/30,0.00,100.0,100.0
2007/07/31,0.00,100.0,100.0
2007/08/01,0.00,100.0,100.0
2007/08/02,0.00,100.0,100.0
2007/08/03,0.00,100.0,100.0
2007/08/04,0.00,100.0,100.0
2007/08/05,0.00,100.0,100.0
2007/08/06,0.00,100.0,100.0
2007/08/07,0.00,100.0,100.0
2007/08/08,3.50,100.0,100.0
2007/08/09,5.60,100.0,100.0
2007/08/10,0.10,100.0,100.0
2007/08/11,0.00,100.0,100.0
2007/08/12,0.00,100.0,100.0
2007/08/13,0.10,100.0,100.0
2007/08/14,0.00,100.0,100.0
2007/08/15,0.00,100.0,100.0
2007/08/16,2.00,100.0,100.0
2007/08/17,0.00,100.0,100.0
2007/08/18,0.00,100.0,100.0
2007/08/19,0.00,100.0,100.0
2007/08/20,0.50,100.0,100.0
2007/08/21,0.30,100.0,100.0
2007/08/22,0.00,100.0,100.0
2007/08/23,0.00,100.0,100.0
2007/08/24,2.40,100.0,100.0
2007/08/25,2.60,100.0,100.0
2007/08/26,3.90,100.0,100.0
2007/08/27,0.00,100.0,100.0
2007/08/28,0.30,100.0,100.0
2007/08/29,0.80,100.0,100.0
2007/08/30,0.10,100.0,100.0
2007/08/31,0.00,100.0,100.0
2007/09/01,0.00,100.0,100.0
2007/09/02,0.00,100.0,100.0
2007/09/03,0.00,100.0,100.0
2007/09/04,0.00,100.0,100.0
2007/09/05,0.00,100.0,100.0
2007/09/06,0.00,100.0,100.0
2007/09/07,0.00,100.0,100.0
2007/09/08,0.00,100.0,100.0
2007/09/09,0.00,100.0,100.0
2007/09/10,0.00,100.0,100.0
2007/09/11,0.00,100.0,100.0
2007/09/12,0.00,100.0,100.0
2007/09/13,0.00,100.0,100.0
2007/09/14,0.00,100.0,100.0
2007/09/15,0.10,100.0,100.0
2007/09/16,0.00,100.0,100.0
2007/09/17,0.00,100.0,100.0
2007/09/18,0.00,100.0,100.0
2007/09/19,0.00,100.0,100.0
2007/09/20,0.00,100.0,100.0
2007/09/21,1.00,100.0,100.0
2007/09/22,0.00,100.0,100.0
2007/09/23,0.00,100.0,100.0
2007/09/24,0.00,100.0,100.0
2007/09/25,0.90,100.0,100.0
2007/09/26,0.00,100.0,100.0
2007/09/27,0.00,100.0,100.0
2007/09/28,0.00,100.0,100.0
2007/09/29,0.00,100.0,100.0
2007/09/30,0.00,100.0,100.0
2007/10/01,0.00,100.0,100.0
2007/10/02,0.00,100.0,100.0
2007/10/03,12.80,100.0,100.0
2007/10/04,8.50,100.0,100.0
2007/10/05,2.00,100.0,100.0
2007/10/06,3.20,100.0,100.0
2007/10/07,2.70,100.0,100.0
2007/10/08,0.80,100.0,100.0
2007/10/09,13.50,100.0,100.0
2007/10/10,13.70,100.0,100.0
2007/10/11,12.70,100.0,100.0
2007/10/12,4.80,100.0,100.0
2007/10/13,2.10,100.0,100.0
2007/10/14,2.30,100.0,100.0
2007/10/15,0.00,100.0,100.0
2007/10/16,12.00,100.0,100.0
2007/10/17,1.70,100.0,100.0
2007/10/18,1.10,100.0,100.0
2007/10/19,5.60,100.0,100.0
2007/10/20,1.50,100.0,100.0
2007/10/21,0.60,100.0,100.0
2007/10/22,1.40,100.0,100.0
2007/10/23,0.10,100.0,100.0
2007/10/24,0.00,100.0,100.0
2007/10/25,0.00,100.0,100.0
2007/10/26,0.00,100.0,100.0
2007/10/27,0.00,100.0,100.0
2007/10/28,0.00,100.0,100.0
2007/10/29,0.00,100.0,100.0
2007/10/30,4.20,100.0,100.0
2007/10/31,1.90,100.0,100.0
2007/11/01,7.80,100.0,100.0
2007/11/02,4.30,100.0,100.0
2007/11/03,3.20,100.0,100.0
2007/11/04,1.00,100.0,100.0
2007/11/05,0.90,100.0,100.0
2007/11/06,20.10,100.0,100.0
2007/11/07,0.20,100.0,100.0
2007/11/08,0.10,100.0,100.0
2007/11/09,22.20,100.0,100.0
2007/11/10,15.30,100.0,100.0
2007/11/11,4.80,100.0,100.0
2007/11/12,0.20,100.0,100.0
2007/11/13,0.90,100.0,100.0
2007/11/14,0.10,100.0,100.0
2007/11/15,0.00,100.0,100.0
2007/11/16,0.00,100.0,100.0
2007/11/17,0.40,100.0,100.0
2007/11/18,0.00,100.0,100.0
2007/11/19,0.10,100.0,100.0
2007/11/20,0.00,100.0,100.0
2007/11/21,0.50,100.0,100.0
2007/11/22,12.00,100.0,100.0
2007/11/23,25.60,100.0,100.0
2007/11/24,0.00,100.0,100.0
2007/11/25,0.00,100.0,100.0
2007/11/26,0.00,100.0,100.0
2007/11/27,0.00,100.0,100.0
2007/11/28,1.40,100.0,100.0
2007/11/29,2.10,100.0,100.0
2007/11/30,11.60,100.0,100.0
2007/12/01,0.60,100.0,100.0
2007/12/02,0.20,100.0,100.0
2007/12/03,0.00,100.0,100.0
2007/12/04,0.00,100.0,100.0
2007/12/05,0.00,100.0,100.0
2007/12/06,0.00,100.0,100.0
2007/12/07,0.00,100.0,100.0
2007/12/08,0.00,100.0,100.0
2007/12/09,0.00,100.0,100.0
2007/12/10,0.00,100.0,100.0
2007/12/11,0.60,100.0,100.0
2007/12/12,3.30,100.0,100.0
2007/12/13,0.60,100.0,100.0
2007/12/14,1.00,100.0,100.0
2007/12/15,16.50,100.0,100.0
2007/12/16,,9.0,8.3
2007/12/17,,,
2007/12/18,,,
2007/12/19,,,
2007/12/20,,,
2007/12/21,,,
2007/12/22,,,
2007/12/23,,,
2007/12/24,,,
2007/12/25,,,
2007/12/26,,55.2,54.2
2007/12/27,2.30,100.0,100.0
2007/12/28,0.00,100.0,100.0
2007/12/29,0.00,100.0,100.0
2007/12/30,0.00,100.0,100.0
2007/12/31,0.00,100.0,100.0
2008/01/01,0.50,100.0,100.0
2008/01/02,0.20,100.0,100.0
2008/01/03,0.60,100.0,100.0
2008/01/04,0.10,100.0,100.0
2008/01/05,0.00,100.0,100.0
2008/01/06,0.00,100.0,100.0
2008/01/07,0.20,100.0,100.0
2008/01/08,4.10,100.0,100.0
2008/01/09,12.60,100.0,100.0
2008/01/10,6.00,100.0,100.0
2008/01/11,6.10,100.0,100.0
2008/01/12,0.10,100.0,100.0
2008/01/13,0.10,100.0,100.0
2008/01/14,0.00,100.0,100.0
2008/01/15,2.80,100.0,100.0
2008/01/16,4.60,100.0,100.0
2008/01/17,0.20,100.0,100.0
2008/01/18,0.00,100.0,100.0
2008/01/19,0.00,100.0,100.0
2008/01/20,0.10,100.0,100.0
2008/01/21,0.00,100.0,100.0
2008/01/22,0.50,100.0,100.0
2008/01/23,2.40,100.0,100.0
2008/01/24,2.60,100.0,100.0
2008/01/25,4.10,100.0,100.0
2008/01/26,4.80,100.0,100.0
2008/01/27,0.90,100.0,100.0
2008/01/28,24.80,100.0,100.0
2008/01/29,14.30,100.0,100.0
2008/01/30,2.20,100.0,100.0
2008/01/31,10.80,100.0,100.0
2008/02/01,8.60,100.0,100.0
2008/02/02,0.30,100.0,100.0
2008/02/03,0.00,100.0,100.0
2008/02/04,0.00,100.0,100.0
2008/02/05,0.00,100.0,100.0
2008/02/06,0.00,100.0,100.0
2008/02/07,0.00,100.0,100.0
2008/02/08,0.00,100.0,100.0
2008/02/09,0.00,100.0,100.0
2008/02/10,0.00,100.0,100.0
2008/02/11,0.00,100.0,100.0
2008/02/12,0.00,100.0,100.0
2008/02/13,1.20,100.0,100.0
2008/02/14,0.00,100.0,100.0
2008/02/15,0.00,100.0,100.0
2008/02/16,7.00,100.0,100.0
2008/02/17,16.30,100.0,100.0
2008/02/18,10.50,100.0,100.0
2008/02/19,20.10,100.0,100.0
2008/02/20,18.40,100.0,100.0
2008/02/21,14.60,100.0,100.0
2008/02/22,13.70,100.0,100.0
2008/02/23,3.30,100.0,100.0
2008/02/24,0.20,100.0,100.0
2008/02/25,3.10,100.0,100.0
2008/02/26,5.20,100.0,100.0
2008/02/27,6.90,100.0,100.0
2008/02/28,13.40,100.0,100.0
2008/02/29,0.20,100.0,100.0
2008/03/01,0.00,100.0,100.0
2008/03/02,0.70,100.0,100.0
2008/03/03,0.00,100.0,100.0
2008/03/04,0.40,100.0,100.0
2008/03/05,8.00,100.0,100.0
2008/03/06,9.90,100.0,100.0
2008/03/07,9.20,100.0,100.0
2008/03/08,1.50,100.0,100.0
2008/03/09,10.90,100.0,100.0
2008/03/10,5.80,100.0,100.0
2008/03/11,8.90,100.0,100.0
2008/03/12,5.00,100.0,100.0
2008/03/13,1.70,100.0,100.0
2008/03/14,8.40,100.0,100.0
2008/03/15,0.10,100.0,100.0
2008/03/16,1.70,100.0,100.0
2008/03/17,6.70,100.0,100.0
2008/03/18,0.10,100.0,100.0
2008/03/19,0.20,100.0,100.0
2008/03/20,0.00,100.0,100.0
2008/03/21,6.50,100.0,100.0
2008/03/22,3.80,100.0,100.0
2008/03/23,4.20,100.0,100.0
2008/03/24,0.00,100.0,100.0
2008/03/25,2.60,100.0,100.0
2008/03/26,0.10,100.0,100.0
2008/03/27,0.00,100.0,100.0
2008/03/28,0.00,100.0,100.0
2008/03/29,8.60,100.0,100.0
2008/03/30,12.50,100.0,100.0
2008/03/31,16.90,100.0,100.0
2008/04/01,12.10,100.0,100.0
2008/04/02,10.60,100.0,100.0
2008/04/03,1.80,100.0,100.0
2008/04/04,0.40,100.0,100.0
2008/04/05,0.00,100.0,100.0
2008/04/06,2.30,100.0,100.0
2008/04/07,11.60,100.0,100.0
2008/04/08,1.90,100.0,100.0
2008/04/09,7.20,100.0,100.0
2008/04/10,0.90,100.0,100.0
2008/04/11,20.40,100.0,100.0
2008/04/12,20.10,100.0,100.0
2008/04/13,0.10,100.0,100.0
2008/04/14,2.50,100.0,100.0
2008/04/15,0.70,100.0,100.0
2008/04/16,0.00,100.0,100.0
2008/04/17,0.00,100.0,100.0
2008/04/18,0.00,100.0,100.0
2008/04/19,0.00,100.0,100.0
2008/04/20,1.90,100.0,100.0
2008/04/21,4.10,100.0,100.0
2008/04/22,0.20,100.0,100.0
2008/04/23,1.40,100.0,100.0
2008/04/24,0.10,100.0,100.0
2008/04/25,0.00,100.0,100.0
2008/04/26,7.50,100.0,100.0
2008/04/27,1.90,100.0,100.0
2008/04/28,15.50,100.0,100.0
2008/04/29,0.00,100.0,100.0
2008/04/30,3.90,100.0,100.0
2008/05/01,8.40,100.0,100.0
2008/05/02,6.80,100.0,100.0
2008/05/03,14.50,100.0,100.0
2008/05/04,1.80,100.0,100.0
2008/05/05,2.10,100.0,100.0
2008/05/06,0.00,100.0,100.0
2008/05/07,0.00,100.0,100.0
2008/05/08,0.00,100.0,100.0
2008/05/09,0.00,100.0,100.0
2008/05/10,0.00,100.0,100.0
2008/05/11,0.00,100.0,100.0
2008/05/12,0.00,100.0,100.0
2008/05/13,0.20,100.0,100.0
2008/05/14,4.40,100.0,100.0
2008/05/15,0.10,100.0,100.0
2008/05/16,7.70,100.0,100.0
2008/05/17,9.60,100.0,100.0
2008/05/18,3.40,100.0,100.0
2008/05/19,1.90,100.0,100.0
2008/05/20,0.10,100.0,100.0
2008/05/21,0.10,100.0,100.0
2008/05/22,10.50,100.0,100.0
2008/05/23,4.70,100.0,100.0
2008/05/24,23.60,100.0,100.0
2008/05/25,5.30,100.0,100.0
2008/05/26,0.40,100.0,100.0
2008/05/27,15.50,100.0,100.0
2008/05/28,3.10,100.0,100.0
2008/05/29,9.40,100.0,100.0
2008/05/30,4.30,100.0,100.0
2008/05/31,0.10,100.0,100.0
2008/06/01,2.20,100.0,100.0
2008/06/02,0.10,100.0,100.0
2008/06/03,0.00,100.0,100.0
2008/06/04,0.00,100.0,100.0
2008/06/05,0.00,100.0,100.0
2008/06/06,0.00,100.0,100.0
2008/06/07,0.00,100.0,100.0
2008/06/08,0.20,100.0,100.0
2008/06/09,0.10,100.0,100.0
2008/06/10,1.40,100.0,100.0
2008/06/11,0.10,100.0,100.0
2008/06/12,11.40,100.0,100.0
2008/06/13,0.10,100.0,100.0
2008/06/14,0.00,100.0,100.0
2008/06/15,0.00,100.0,100.0
2008/06/16,0.40,100.0,100.0
2008/06/17,0.00,100.0,100.0
2008/06/18,0.50,100.0,100.0
2008/06/19,0.20,100.0,100.0
2008/06/20,0.10,100.0,100.0
2008/06/21,0.00,100.0,100.0
2008/06/22,0.00,100.0,100.0
2008/06/23,0.00,100.0,100.0
2008/06/24,20.70,100.0,100.0
2008/06/25,0.80,100.0,100.0
2008/06/26,0.10,100.0,100.0
2008/06/27,0.00,100.0,100.0
2008/06/28,0.00,100.0,100.0
2008/06/29,0.00,100.0,100.0
2008/06/30,0.30,100.0,100.0
2008/07/01,0.00,100.0,100.0
2008/07/02,0.00,100.0,100.0
2008/07/03,0.30,100.0,100.0
2008/07/04,0.00,100.0,100.0
2008/07/05,0.00,100.0,100.0
2008/07/06,0.00,100.0,100.0
2008/07/07,0.00,100.0,100.0
2008/07/08,4.60,100.0,100.0
2008/07/09,0.00,100.0,100.0
2008/07/10,1.80,100.0,100.0
2008/07/11,0.10,100.0,100.0
2008/07/12,0.00,100.0,100.0
2008/07/13,0.00,100.0,100.0
2008/07/14,0.00,100.0,100.0
2008/07/15,0.80,100.0,100.0
2008/07/16,0.20,100.0,100.0
2008/07/17,0.30,100.0,100.0
2008/07/18,1.70,100.0,100.0
2008/07/19,0.10,100.0,100.0
2008/07/20,0.00,100.0,100.0
2008/07/21,0.00,100.0,100.0
2008/07/22,0.00,100.0,100.0
2008/07/23,0.00,100.0,100.0
2008/07/24,0.00,100.0,100.0
2008/07/25,0.00,100.0,100.0
2008/07/26,0.00,100.0,100.0
2008/07/27,0.00,100.0,100.0
2008/07/28,0.00,100.0,100.0
2008/07/29,0.00,100.0,100.0
2008/07/30,0.00,100.0,100.0
2008/07/31,0.00,100.0,100.0
2008/08/01,0.90,100.0,100.0
2008/08/02,0.10,100.0,100.0
2008/08/03,0.00,100.0,100.0
2008/08/04,0.00,100.0,100.0
2008/08/05,0.00,100.0,100.0
2008/08/06,0.00,100.0,100.0
2008/08/07,0.00,100.0,100.0
2008/08/08,0.00,100.0,100.0
2008/08/09,0.00,100.0,100.0
2008/08/10,0.10,100.0,100.0
2008/08/11,1.60,100.0,100.0
2008/08/12,7.10,100.0,100.0
2008/08/13,0.00,100.0,100.0
2008/08/14,0.00,100.0,100.0
2008/08/15,0.00,100.0,100.0
2008/08/16,0.60,100.0,100.0
2008/08/17,0.00,100.0,100.0
2008/08/18,4.80,100.0,100.0
2008/08/19,0.60,100.0,100.0
2008/08/20,0.50,100.0,100.0
2008/08/21,0.68,100.0,100.0
2008/08/22,0.24,100.0,100.0
2008/08/23,13.92,100.0,100.0
2008/08/24,0.96,100.0,100.0
2008/08/25,0.24,100.0,100.0
2008/08/26,0.24,100.0,100.0
2008/08/27,0.00,100.0,100.0
2008/08/28,2.64,100.0,100.0
2008/08/29,0.48,100.0,100.0
2008/08/30,0.00,100.0,100.0
2008/08/31,0.72,100.0,100.0
2008/09/01,0.48,100.0,100.0
2008/09/02,0.24,100.0,100.0
2008/09/03,11.04,100.0,100.0
2008/09/04,5.76,100.0,100.0
2008/09/05,0.24,100.0,100.0
2008/09/06,0.00,100.0,100.0
2008/09/07,0.00,100.0,100.0
2008/09/08,0.00,100.0,100.0
2008/09/09,0.00,100.0,100.0
2008/09/10,0.00,100.0,100.0
2008/09/11,0.00,100.0,100.0
2008/09/12,0.00,100.0,100.0
2008/09/13,0.00,100.0,100.0
2008/09/14,0.00,100.0,100.0
2008/09/15,1.20,100.0,100.0
2008/09/16,,45.8,45.8
2008/09/17,,,
2008/09/18,,,
2008/09/19,,,
2008/09/20,,,
2008/09/21,,,
2008/09/22,,,
2008/09/23,,,
2008/09/24,,,
2008/09/25,,,
2008/09/26,,,
2008/09/27,,,
2008/09/28,,,
2008/09/29,,,
2008/09/30,,,
2008/10/01,,,
2008/10/02,,,
2008/10/03,,,
2008/10/04,,,
2008/10/05,,,
2008/10/06,,,
2008/10/07,,,
2008/10/08,,,
2008/10/09,,50.7,50.0
2008/10/10,7.92,100.0,100.0
2008/10/11,6.00,100.0,100.0
2008/10/12,7.68,100.0,100.0
2008/10/13,10.80,100.0,100.0
2008/10/14,47.76,100.0,100.0
2008/10/15,4.08,100.0,100.0
2008/10/16,0.24,100.0,100.0
2008/10/17,1.44,100.0,100.0
2008/10/18,0.24,100.0,100.0
2008/10/19,18.24,100.0,100.0
2008/10/20,9.12,100.0,100.0
2008/10/21,0.00,100.0,100.0
2008/10/22,0.00,100.0,100.0
2008/10/23,0.00,100.0,100.0
2008/10/24,0.00,100.0,100.0
2008/10/25,0.00,100.0,100.0
2008/10/26,21.12,100.0,100.0
2008/10/27,13.92,100.0,100.0
2008/10/28,11.52,100.0,100.0
2008/10/29,12.00,100.0,100.0
2008/10/30,0.24,100.0,100.0
2008/10/31,14.88,100.0,100.0
2008/11/01,7.44,100.0,100.0
2008/11/02,10.80,100.0,100.0
2008/11/03,2.40,100.0,100.0
2008/11/04,0.96,100.0,100.0
2008/11/05,3.12,100.0,100.0
2008/11/06,0.00,100.0,100.0
2008/11/07,12.24,100.0,100.0
2008/11/08,0.24,100.0,100.0
2008/11/09,0.00,100.0,100.0
2008/11/10,0.00,100.0,100.0
2008/11/11,0.72,100.0,100.0
2008/11/12,0.48,100.0,100.0
2008/11/13,17.28,100.0,100.0
2008/11/14,0.24,100.0,100.0
2008/11/15,0.00,100.0,100.0
2008/11/16,1.20,100.0,100.0
2008/11/17,2.64,100.0,100.0
2008/11/18,1.44,100.0,100.0
2008/11/19,0.00,100.0,100.0
2008/11/20,0.00,100.0,100.0
2008/11/21,0.00,100.0,100.0
2008/11/22,0.00,100.0,100.0
2008/11/23,0.00,100.0,100.0
2008/11/24,13.44,100.0,100.0
2008/11/25,1.20,100.0,100.0
2008/11/26,1.44,100.0,100.0
2008/11/27,0.48,100.0,100.0
2008/11/28,0.24,100.0,100.0
2008/11/29,0.00,100.0,100.0
2008/11/30,0.00,100.0,100.0
2008/12/01,1.20,100.0,100.0
2008/12/02,4.56,100.0,100.0
2008/12/03,10.56,100.0,100.0
2008/12/04,4.56,100.0,100.0
2008/12/05,14.40,100.0,100.0
2008/12/06,7.44,100.0,100.0
2008/12/07,0.24,100.0,100.0
2008/12/08,0.00,100.0,100.0
2008/12/09,0.00,100.0,100.0
2008/12/10,0.00,100.0,100.0
2008/12/11,3.60,100.0,100.0
2008/12/12,10.32,100.0,100.0
2008/12/13,6.00,100.0,100.0
2008/12/14,5.28,100.0,100.0
2008/12/15,5.76,100.0,100.0
2008/12/16,3.60,100.0,100.0
2008/12/17,,36.8,37.5
2008/12/18,,,
2008/12/19,,,
2008/12/20,,,
2008/12/21,,,
2008/12/22,,,
2008/12/23,,,
2008/12/24,,,
2008/12/25,,,
2008/12/26,,,
2008/12/27,,,
2008/12/28,,,
2008/12/29,,,
2008/12/30,,,
2008/12/31,,,
2009/01/01,,,
2009/01/02,,,
2009/01/03,,,
2009/01/04,,,
2009/01/05,,,
2009/01/06,,,
2009/01/07,,,
2009/01/08,,,
2009/01/09,,,
2009/01/10,,,
2009/01/11,,,
2009/01/12,,,
2009/01/13,,,
2009/01/14,,,
2009/01/15,,,
2009/01/16,,,
2009/01/17,,,
2009/01/18,,,
2009/01/19,,,
2009/01/20,,,
2009/01/21,,,
2009/01/22,,,
2009/01/23,,,
2009/01/24,,,
2009/01/25,,,
2009/01/26,,,
2009/01/27,,,
2009/01/28,,,
2009/01/29,,,
2009/01/30,,,
2009/01/31,,,
2009/02/01,,,
2009/02/02,,,
2009/02/03,,,
2009/02/04,,,
2009/02/05,,,
2009/02/06,,,
2009/02/07,,,
2009/02/08,,,
2009/02/09,,,
2009/02/10,,,
2009/02/11,,,
2009/02/12,,,
2009/02/13,,,
2009/02/14,,,
2009/02/15,,,
2009/02/16,13.44,100.0,100.0
