n,date,day-week,day-month,val,weekend,holiday,sequia,,,,,,,,,,,,,,,,,
644,5/10/2008,domingo,5,2332.55,1,0,0,,,,,,,,,,,,,,,,,
645,6/10/2008,lunes,6,1774.55,0,0,0,,,,,,,,,,,,,,,,,
646,7/10/2008,martes,7,1896.94,0,0,0,,,,,,,,,,,,,,,,,
647,8/10/2008,miércoles,8,1865.95,0,0,0,,,,,,,,,,,,,,,,,
648,9/10/2008,jueves,9,1880.69,0,1,0,,,,,,,,,,,,,,,,,
649,10/10/2008,viernes,10,1880.69,0,0,0,,,,,,,,,,,,,,,,,
650,11/10/2008,sábado,11,2151.58,1,0,0,,,,,,,,,,,,,,,,,
651,12/10/2008,domingo,12,2079.56,1,0,0,,,,,,,,,,,,,,,,,
652,13/10/2008,lunes,13,1912.91,0,0,0,,,,,,,,,,,,,,,,,
653,14/10/2008,martes,14,2023.19,0,0,0,,,,,,,,,,,,,,,,,
654,15/10/2008,miércoles,15,1836.84,0,0,0,,,,,,,,,,,,,,,,,
655,16/10/2008,jueves,16,1917.37,0,0,0,,,,,,,,,,,,,,,,,
656,17/10/2008,viernes,17,1884.46,0,0,0,,,,,,,,,,,,,,,,,
657,18/10/2008,sábado,18,2217.42,1,0,0,,,,,,,,,,,,,,,,,
658,19/10/2008,domingo,19,2332.55,1,0,0,,,,,,,,,,,,,,,,,
659,20/10/2008,lunes,20,1957.50,0,0,0,,,,,,,,,,,,,,,,,
660,21/10/2008,martes,21,2110.55,0,0,0,,,,,,,,,,,,,,,,,
661,22/10/2008,miércoles,22,1843.69,0,0,0,,,,,,,,,,,,,,,,,
662,23/10/2008,jueves,23,1879.39,0,0,0,,,,,,,,,,,,,,,,,
663,24/10/2008,viernes,24,1705.09,0,0,0,,,,,,,,,,,,,,,,,
664,25/10/2008,sábado,25,2085.74,1,0,0,,,,,,,,,,,,,,,,,
665,26/10/2008,domingo,26,2079.56,1,0,0,,,,,,,,,,,,,,,,,
666,27/10/2008,lunes,27,2035.64,0,0,0,,,,,,,,,,,,,,,,,
667,28/10/2008,martes,28,2001.48,0,0,0,,,,,,,,,,,,,,,,,
668,29/10/2008,miércoles,29,2071.97,0,0,0,,,,,,,,,,,,,,,,,
669,30/10/2008,jueves,30,2125.33,0,0,0,,,,,,,,,,,,,,,,,
670,31/10/2008,viernes,31,2094.11,0,0,0,,,,,,,,,,,,,,,,,
671,1/11/2008,sábado,1,1996.16,1,0,0,,,,,,,,,,,,,,,,,
672,2/11/2008,domingo,2,1902.18,1,1,0,,,,,,,,,,,,,,,,,
673,3/11/2008,lunes,3,1931.76,0,1,0,,,,,,,,,,,,,,,,,
674,4/11/2008,martes,4,2044.90,0,0,0,,,,,,,,,,,,,,,,,
675,5/11/2008,miércoles,5,2115.29,0,0,0,,,,,,,,,,,,,,,,,
676,6/11/2008,jueves,6,2154.25,0,0,0,,,,,,,,,,,,,,,,,
677,7/11/2008,viernes,7,2098.36,0,0,0,,,,,,,,,,,,,,,,,
678,8/11/2008,sábado,8,2105.63,1,0,0,,,,,,,,,,,,,,,,,
679,9/11/2008,domingo,9,2081.26,1,0,0,,,,,,,,,,,,,,,,,
680,10/11/2008,lunes,10,2081.26,0,0,0,,,,,,,,,,,,,,,,,
681,11/11/2008,martes,11,2037.28,0,0,0,,,,,,,,,,,,,,,,,
682,12/11/2008,miércoles,12,2050.28,0,0,0,,,,,,,,,,,,,,,,,
683,13/11/2008,jueves,13,2002.74,0,0,0,,,,,,,,,,,,,,,,,
684,14/11/2008,viernes,14,2108.30,0,0,0,,,,,,,,,,,,,,,,,
685,15/11/2008,sábado,15,2050.83,1,0,0,,,,,,,,,,,,,,,,,
686,16/11/2008,domingo,16,2060.69,1,0,0,,,,,,,,,,,,,,,,,
687,17/11/2008,lunes,17,2000.16,0,0,0,,,,,,,,,,,,,,,,,
688,18/11/2008,martes,18,2183.81,0,0,0,,,,,,,,,,,,,,,,,
689,19/11/2008,miércoles,19,2143.34,0,0,0,,,,,,,,,,,,,,,,,
690,20/11/2008,jueves,20,2069.55,0,0,0,,,,,,,,,,,,,,,,,
691,21/11/2008,viernes,21,2103.90,0,0,0,,,,,,,,,,,,,,,,,
692,22/11/2008,sábado,22,2125.45,1,0,0,,,,,,,,,,,,,,,,,
693,23/11/2008,domingo,23,2057.07,1,0,0,,,,,,,,,,,,,,,,,
694,24/11/2008,lunes,24,2061.77,0,0,0,,,,,,,,,,,,,,,,,
695,25/11/2008,martes,25,2087.18,0,0,0,,,,,,,,,,,,,,,,,
696,26/11/2008,miércoles,26,2204.05,0,0,0,,,,,,,,,,,,,,,,,
697,27/11/2008,jueves,27,2085.37,0,0,0,,,,,,,,,,,,,,,,,
698,28/11/2008,viernes,28,2053.42,0,0,0,,,,,,,,,,,,,,,,,
699,29/11/2008,sábado,29,2119.00,1,0,0,,,,,,,,,,,,,,,,,
700,30/11/2008,domingo,30,1978.32,1,0,0,,,,,,,,,,,,,,,,,
701,1/12/2008,lunes,1,2131.50,0,0,0,,,,,,,,,,,,,,,,,
702,2/12/2008,martes,2,2099.64,0,0,0,,,,,,,,,,,,,,,,,
703,3/12/2008,miércoles,3,2085.43,0,0,0,,,,,,,,,,,,,,,,,
704,4/12/2008,jueves,4,1936.90,0,0,0,,,,,,,,,,,,,,,,,
705,5/12/2008,viernes,5,1816.06,0,0,0,,,,,,,,,,,,,,,,,
706,6/12/2008,sábado,6,1990.76,1,1,0,,,,,,,,,,,,,,,,,
707,7/12/2008,domingo,7,1920.25,1,0,0,,,,,,,,,,,,,,,,,
708,8/12/2008,lunes,8,2065.73,0,0,0,,,,,,,,,,,,,,,,,
709,9/12/2008,martes,9,2055.05,0,0,0,,,,,,,,,,,,,,,,,
710,10/12/2008,miércoles,10,2055.05,0,0,0,,,,,,,,,,,,,,,,,
711,11/12/2008,jueves,11,2004.67,0,0,0,,,,,,,,,,,,,,,,,
712,12/12/2008,viernes,12,2012.21,0,0,0,,,,,,,,,,,,,,,,,
713,13/12/2008,sábado,13,1861.10,1,0,0,,,,,,,,,,,,,,,,,
714,14/12/2008,domingo,14,1970.94,1,0,0,,,,,,,,,,,,,,,,,
715,15/12/2008,lunes,15,2079.80,0,0,0,,,,,,,,,,,,,,,,,
716,16/12/2008,martes,16,2043.47,0,0,0,,,,,,,,,,,,,,,,,
717,17/12/2008,miércoles,17,2147.41,0,0,0,,,,,,,,,,,,,,,,,
718,18/12/2008,jueves,18,2154.74,0,0,0,,,,,,,,,,,,,,,,,
719,19/12/2008,viernes,19,2090.29,0,0,0,,,,,,,,,,,,,,,,,
720,20/12/2008,sábado,20,2134.26,1,0,0,,,,,,,,,,,,,,,,,
721,21/12/2008,domingo,21,1910.33,1,0,0,,,,,,,,,,,,,,,,,
722,22/12/2008,lunes,22,2086.73,0,0,0,,,,,,,,,,,,,,,,,
723,23/12/2008,martes,23,2069.69,0,0,0,,,,,,,,,,,,,,,,,
724,24/12/2008,miércoles,24,2062.71,0,0,0,,,,,,,,,,,,,,,,,
725,25/12/2008,jueves,25,1962.82,0,1,0,,,,,,,,,,,,,,,,,
726,26/12/2008,viernes,26,2079.01,0,0,0,,,,,,,,,,,,,,,,,
727,27/12/2008,sábado,27,2014.52,1,0,0,,,,,,,,,,,,,,,,,
728,28/12/2008,domingo,28,1942.36,1,0,0,,,,,,,,,,,,,,,,,
729,29/12/2008,lunes,29,2045.30,0,0,0,,,,,,,,,,,,,,,,,
730,30/12/2008,martes,30,2055.50,0,0,0,,,,,,,,,,,,,,,,,
731,31/12/2008,miércoles,31,2052.50,0,0,0,,,,,,,,,,,,,,,,,
732,1/1/2009,jueves,1,1787.44,0,1,0,,,,,,,,,,,,,,,,,
733,2/1/2009,viernes,2,1781.26,0,0,0,,,,,,,,,,,,,,,,,
734,3/1/2009,sábado,3,1927.10,1,0,0,,,,,,,,,,,,,,,,,
735,4/1/2009,domingo,4,1926.39,1,0,0,,,,,,,,,,,,,,,,,
736,5/1/2009,lunes,5,2055.44,0,0,0,,,,,,,,,,,,,,,,,
737,6/1/2009,martes,6,2091.80,0,0,0,,,,,,,,,,,,,,,,,
738,7/1/2009,miércoles,7,2197.64,0,0,0,,,,,,,,,,,,,,,,,
739,8/1/2009,jueves,8,2103.69,0,0,0,,,,,,,,,,,,,,,,,
740,9/1/2009,viernes,9,2101.00,0,0,0,,,,,,,,,,,,,,,,,
741,10/1/2009,sábado,10,2023.15,1,0,0,,,,,,,,,,,,,,,,,
742,11/1/2009,domingo,11,2057.61,1,0,0,,,,,,,,,,,,,,,,,
743,12/1/2009,lunes,12,2002.46,0,0,0,,,,,,,,,,,,,,,,,
744,13/1/2009,martes,13,2080.71,0,0,0,,,,,,,,,,,,,,,,,
745,14/1/2009,miércoles,14,1993.70,0,0,0,,,,,,,,,,,,,,,,,
746,15/1/2009,jueves,15,1943.76,0,0,0,,,,,,,,,,,,,,,,,
747,16/1/2009,viernes,16,2156.37,0,0,0,,,,,,,,,,,,,,,,,
748,17/1/2009,sábado,17,2046.33,1,0,0,,,,,,,,,,,,,,,,,
749,18/1/2009,domingo,18,2051.82,1,0,0,,,,,,,,,,,,,,,,,
750,19/1/2009,lunes,19,2168.99,0,0,0,,,,,,,,,,,,,,,,,
751,20/1/2009,martes,20,2153.00,0,0,0,,,,,,,,,,,,,,,,,
752,21/1/2009,miércoles,21,2144.51,0,0,0,,,,,,,,,,,,,,,,,
753,22/1/2009,jueves,22,2103.23,0,0,0,,,,,,,,,,,,,,,,,
754,23/1/2009,viernes,23,2168.26,0,0,0,,,,,,,,,,,,,,,,,
755,24/1/2009,sábado,24,2140.14,1,0,0,,,,,,,,,,,,,,,,,
756,25/1/2009,domingo,25,2052.90,1,0,0,,,,,,,,,,,,,,,,,
757,26/1/2009,lunes,26,1984.01,0,0,0,,,,,,,,,,,,,,,,,
758,27/1/2009,martes,27,2077.29,0,0,0,,,,,,,,,,,,,,,,,
759,28/1/2009,miércoles,28,2055.71,0,0,0,,,,,,,,,,,,,,,,,
760,29/1/2009,jueves,29,1984.53,0,0,0,,,,,,,,,,,,,,,,,
761,30/1/2009,viernes,30,2141.87,0,0,0,,,,,,,,,,,,,,,,,
762,31/1/2009,sábado,31,2065.17,1,0,0,,,,,,,,,,,,,,,,,
763,1/2/2009,domingo,1,2143.65,1,0,0,,,,,,,,,,,,,,,,,
764,2/2/2009,lunes,2,2187.14,0,0,0,,,,,,,,,,,,,,,,,
765,3/2/2009,martes,3,2127.99,0,0,0,,,,,,,,,,,,,,,,,
766,4/2/2009,miércoles,4,1870.91,0,0,0,,,,,,,,,,,,,,,,,
767,5/2/2009,jueves,5,2162.14,0,0,0,,,,,,,,,,,,,,,,,
768,6/2/2009,viernes,6,2182.10,0,0,0,,,,,,,,,,,,,,,,,
769,7/2/2009,sábado,7,2111.53,1,0,0,,,,,,,,,,,,,,,,,
770,8/2/2009,domingo,8,2245.60,1,0,0,,,,,,,,,,,,,,,,,
771,9/2/2009,lunes,9,2076.22,0,0,0,,,,,,,,,,,,,,,,,
772,10/2/2009,martes,10,2212.51,0,0,0,,,,,,,,,,,,,,,,,
773,11/2/2009,miércoles,11,2153.71,0,0,0,,,,,,,,,,,,,,,,,
774,12/2/2009,jueves,12,2151.44,0,0,0,,,,,,,,,,,,,,,,,
775,13/2/2009,viernes,13,2137.17,0,0,0,,,,,,,,,,,,,,,,,
776,14/2/2009,sábado,14,2097.93,1,0,0,,,,,,,,,,,,,,,,,
777,15/2/2009,domingo,15,2048.55,1,0,0,,,,,,,,,,,,,,,,,
778,16/2/2009,lunes,16,1915.47,0,0,0,,,,,,,,,,,,,,,,,
779,17/2/2009,martes,17,2090.48,0,0,0,,,,,,,,,,,,,,,,,
780,18/2/2009,miércoles,18,2117.17,0,0,0,,,,,,,,,,,,,,,,,
781,19/2/2009,jueves,19,2067.89,0,0,0,,,,,,,,,,,,,,,,,
782,20/2/2009,viernes,20,2118.13,0,0,0,,,,,,,,,,,,,,,,,
783,21/2/2009,sábado,21,2092.82,1,0,0,,,,,,,,,,,,,,,,,
784,22/2/2009,domingo,22,1883.61,1,0,0,,,,,,,,,,,,,,,,,
785,23/2/2009,lunes,23,1994.47,0,1,0,,,,,,,,,,,,,,,,,
786,24/2/2009,martes,24,2080.98,0,1,0,,,,,,,,,,,,,,,,,
787,25/2/2009,miércoles,25,2105.27,0,0,0,,,,,,,,,,,,,,,,,
788,26/2/2009,jueves,26,2137.89,0,0,0,,,,,,,,,,,,,,,,,
789,27/2/2009,viernes,27,2070.97,0,0,0,,,,,,,,,,,,,,,,,
790,28/2/2009,sábado,28,2132.29,1,0,0,,,,,,,,,,,,,,,,,
791,1/3/2009,domingo,1,2129.75,1,0,0,,,,,,,,,,,,,,,,,
792,2/3/2009,lunes,2,2180.95,0,0,0,,,,,,,,,,,,,,,,,
793,3/3/2009,martes,3,2172.71,0,0,0,,,,,,,,,,,,,,,,,
794,4/3/2009,miércoles,4,2115.96,0,0,0,,,,,,,,,,,,,,,,,
795,5/3/2009,jueves,5,2234.60,0,0,0,,,,,,,,,,,,,,,,,
796,6/3/2009,viernes,6,2283.70,0,0,0,,,,,,,,,,,,,,,,,
797,7/3/2009,sábado,7,2233.59,1,0,0,,,,,,,,,,,,,,,,,
798,8/3/2009,domingo,8,2314.74,1,0,0,,,,,,,,,,,,,,,,,
799,9/3/2009,lunes,9,2142.60,0,0,0,,,,,,,,,,,,,,,,,
800,10/3/2009,martes,10,2377.04,0,0,0,,,,,,,,,,,,,,,,,
801,11/3/2009,miércoles,11,2329.25,0,0,0,,,,,,,,,,,,,,,,,
802,12/3/2009,jueves,12,2166.74,0,0,0,,,,,,,,,,,,,,,,,
803,13/3/2009,viernes,13,2127.60,0,0,0,,,,,,,,,,,,,,,,,
804,14/3/2009,sábado,14,2120.68,1,0,0,,,,,,,,,,,,,,,,,
805,15/3/2009,domingo,15,2053.01,1,0,0,,,,,,,,,,,,,,,,,
806,16/3/2009,lunes,16,2132.94,0,0,0,,,,,,,,,,,,,,,,,
807,17/3/2009,martes,17,2254.78,0,0,0,,,,,,,,,,,,,,,,,
808,18/3/2009,miércoles,18,2234.72,0,0,0,,,,,,,,,,,,,,,,,
809,19/3/2009,jueves,19,2251.20,0,0,0,,,,,,,,,,,,,,,,,
810,20/3/2009,viernes,20,2205.65,0,0,0,,,,,,,,,,,,,,,,,
811,21/3/2009,sábado,21,2177.13,1,0,0,,,,,,,,,,,,,,,,,
812,22/3/2009,domingo,22,2222.25,1,0,0,,,,,,,,,,,,,,,,,
813,23/3/2009,lunes,23,2152.17,0,0,0,,,,,,,,,,,,,,,,,
814,24/3/2009,martes,24,2218.18,0,0,0,,,,,,,,,,,,,,,,,
815,25/3/2009,miércoles,25,2226.64,0,0,0,,,,,,,,,,,,,,,,,
816,26/3/2009,jueves,26,2217.51,0,0,0,,,,,,,,,,,,,,,,,
817,27/3/2009,viernes,27,2050.12,0,0,0,,,,,,,,,,,,,,,,,
818,28/3/2009,sábado,28,2124.34,1,0,0,,,,,,,,,,,,,,,,,
819,29/3/2009,domingo,29,1977.03,1,0,0,,,,,,,,,,,,,,,,,
820,30/3/2009,lunes,30,1818.89,0,0,0,,,,,,,,,,,,,,,,,
821,31/3/2009,martes,31,2167.92,0,0,0,,,,,,,,,,,,,,,,,
822,1/4/2009,miércoles,1,2178.66,0,0,0,,,,,,,,,,,,,,,,,
823,2/4/2009,jueves,2,2111.92,0,0,0,,,,,,,,,,,,,,,,,
824,3/4/2009,viernes,3,2213.18,0,0,0,,,,,,,,,,,,,,,,,
825,4/4/2009,sábado,4,2128.70,1,0,0,,,,,,,,,,,,,,,,,
826,5/4/2009,domingo,5,2029.98,1,0,0,,,,,,,,,,,,,,,,,
827,6/4/2009,lunes,6,2181.88,0,0,0,,,,,,,,,,,,,,,,,
828,7/4/2009,martes,7,2145.75,0,0,0,,,,,,,,,,,,,,,,,
829,8/4/2009,miércoles,8,2190.46,0,0,0,,,,,,,,,,,,,,,,,
830,9/4/2009,jueves,9,2184.29,0,0,0,,,,,,,,,,,,,,,,,
831,10/4/2009,viernes,10,1887.05,0,1,0,,,,,,,,,,,,,,,,,
832,11/4/2009,sábado,11,1925.03,1,0,0,,,,,,,,,,,,,,,,,
833,12/4/2009,domingo,12,1924.09,1,0,0,,,,,,,,,,,,,,,,,
834,13/4/2009,lunes,13,2096.35,0,0,0,,,,,,,,,,,,,,,,,
835,14/4/2009,martes,14,2200.55,0,0,0,,,,,,,,,,,,,,,,,
836,15/4/2009,miércoles,15,2215.48,0,0,0,,,,,,,,,,,,,,,,,
837,16/4/2009,jueves,16,2184.96,0,0,0,,,,,,,,,,,,,,,,,
838,17/4/2009,viernes,17,2219.94,0,0,0,,,,,,,,,,,,,,,,,
839,18/4/2009,sábado,18,2199.18,1,0,0,,,,,,,,,,,,,,,,,
840,19/4/2009,domingo,19,2143.57,1,0,0,,,,,,,,,,,,,,,,,
841,20/4/2009,lunes,20,2189.23,0,0,0,,,,,,,,,,,,,,,,,
842,21/4/2009,martes,21,2220.05,0,0,0,,,,,,,,,,,,,,,,,
843,22/4/2009,miércoles,22,2177.40,0,0,0,,,,,,,,,,,,,,,,,
844,23/4/2009,jueves,23,2045.29,0,0,0,,,,,,,,,,,,,,,,,
845,24/4/2009,viernes,24,2050.12,0,0,0,,,,,,,,,,,,,,,,,
846,25/4/2009,sábado,25,2026.86,1,0,0,,,,,,,,,,,,,,,,,
847,26/4/2009,domingo,26,2033.83,1,0,0,,,,,,,,,,,,,,,,,
848,27/4/2009,lunes,27,2155.82,0,0,0,,,,,,,,,,,,,,,,,
849,28/4/2009,martes,28,2188.78,0,0,0,,,,,,,,,,,,,,,,,
850,29/4/2009,miércoles,29,2190.50,0,0,0,,,,,,,,,,,,,,,,,
851,30/4/2009,jueves,30,2131.62,0,0,0,,,,,,,,,,,,,,,,,
852,1/5/2009,viernes,1,2285.06,0,1,0,,,,,,,,,,,,,,,,,
853,2/5/2009,sábado,2,2042.06,1,0,0,,,,,,,,,,,,,,,,,
854,3/5/2009,domingo,3,2051.55,1,0,0,,,,,,,,,,,,,,,,,
855,4/5/2009,lunes,4,2247.12,0,0,0,,,,,,,,,,,,,,,,,
856,5/5/2009,martes,5,2249.51,0,0,0,,,,,,,,,,,,,,,,,
857,6/5/2009,miércoles,6,2224.80,0,0,0,,,,,,,,,,,,,,,,,
858,7/5/2009,jueves,7,2278.72,0,0,0,,,,,,,,,,,,,,,,,
859,8/5/2009,viernes,8,2350.19,0,0,0,,,,,,,,,,,,,,,,,
860,9/5/2009,sábado,9,2214.44,1,0,0,,,,,,,,,,,,,,,,,
861,10/5/2009,domingo,10,2203.50,1,0,0,,,,,,,,,,,,,,,,,
862,11/5/2009,lunes,11,2219.53,0,0,0,,,,,,,,,,,,,,,,,
863,12/5/2009,martes,12,2233.31,0,0,0,,,,,,,,,,,,,,,,,
864,13/5/2009,miércoles,13,2322.98,0,0,0,,,,,,,,,,,,,,,,,
865,14/5/2009,jueves,14,1981.46,0,0,0,,,,,,,,,,,,,,,,,
866,15/5/2009,viernes,15,2317.63,0,0,0,,,,,,,,,,,,,,,,,
867,16/5/2009,sábado,16,2128.25,1,0,0,,,,,,,,,,,,,,,,,
868,17/5/2009,domingo,17,2127.52,1,0,0,,,,,,,,,,,,,,,,,
869,18/5/2009,lunes,18,2233.33,0,0,0,,,,,,,,,,,,,,,,,
870,19/5/2009,martes,19,2241.41,0,0,0,,,,,,,,,,,,,,,,,
871,20/5/2009,miércoles,20,2276.89,0,0,0,,,,,,,,,,,,,,,,,
872,21/5/2009,jueves,21,2130.09,0,0,0,,,,,,,,,,,,,,,,,
873,22/5/2009,viernes,22,2352.61,0,0,0,,,,,,,,,,,,,,,,,
874,23/5/2009,sábado,23,2253.12,1,0,0,,,,,,,,,,,,,,,,,
875,24/5/2009,domingo,24,2288.26,1,1,0,,,,,,,,,,,,,,,,,
876,25/5/2009,lunes,25,2014.49,0,0,0,,,,,,,,,,,,,,,,,
877,26/5/2009,martes,26,2118.59,0,0,0,,,,,,,,,,,,,,,,,
878,27/5/2009,miércoles,27,2268.94,0,0,0,,,,,,,,,,,,,,,,,
879,28/5/2009,jueves,28,2325.73,0,0,0,,,,,,,,,,,,,,,,,
880,29/5/2009,viernes,29,2237.75,0,0,0,,,,,,,,,,,,,,,,,
881,30/5/2009,sábado,30,2223.78,1,0,0,,,,,,,,,,,,,,,,,
882,31/5/2009,domingo,31,2209.80,1,0,0,,,,,,,,,,,,,,,,,
883,1/6/2009,lunes,1,1777.01,0,0,1,,,,,,,,,,,,,,,,,
884,2/6/2009,martes,2,2477.09,0,0,1,,,,,,,,,,,,,,,,,
885,3/6/2009,miércoles,3,2375.31,0,0,1,,,,,,,,,,,,,,,,,
886,4/6/2009,jueves,4,2438.88,0,0,1,,,,,,,,,,,,,,,,,
887,5/6/2009,viernes,5,2467.47,0,0,1,,,,,,,,,,,,,,,,,
888,6/6/2009,sábado,6,2282.47,1,0,1,,,,,,,,,,,,,,,,,
889,7/6/2009,domingo,7,2366.72,1,0,1,,,,,,,,,,,,,,,,,
890,8/6/2009,lunes,8,2251.97,0,0,1,,,,,,,,,,,,,,,,,
891,9/6/2009,martes,9,2437.61,0,0,1,,,,,,,,,,,,,,,,,
892,10/6/2009,miércoles,10,2435.36,0,0,1,,,,,,,,,,,,,,,,,
893,11/6/2009,jueves,11,2232.91,0,0,1,,,,,,,,,,,,,,,,,
894,12/6/2009,viernes,12,2212.56,0,0,1,,,,,,,,,,,,,,,,,
895,13/6/2009,sábado,13,2268.24,1,0,1,,,,,,,,,,,,,,,,,
896,14/6/2009,domingo,14,2121.55,1,0,1,,,,,,,,,,,,,,,,,
897,15/6/2009,lunes,15,2214.65,0,0,1,,,,,,,,,,,,,,,,,
898,16/6/2009,martes,16,2277.03,0,0,1,,,,,,,,,,,,,,,,,
899,17/6/2009,miércoles,17,2305.50,0,0,1,,,,,,,,,,,,,,,,,
900,18/6/2009,jueves,18,2338.74,0,0,1,,,,,,,,,,,,,,,,,
901,19/6/2009,viernes,19,2340.01,0,0,1,,,,,,,,,,,,,,,,,
902,20/6/2009,sábado,20,1846.87,1,0,1,,,,,,,,,,,,,,,,,
903,21/6/2009,domingo,21,2224.86,1,0,1,,,,,,,,,,,,,,,,,
904,22/6/2009,lunes,22,2300.82,0,0,1,,,,,,,,,,,,,,,,,
905,23/6/2009,martes,23,2340.61,0,0,1,,,,,,,,,,,,,,,,,
906,24/6/2009,miércoles,24,2351.71,0,0,1,,,,,,,,,,,,,,,,,
907,25/6/2009,jueves,25,2293.07,0,0,1,,,,,,,,,,,,,,,,,
908,26/6/2009,viernes,26,2385.80,0,0,1,,,,,,,,,,,,,,,,,
909,27/6/2009,sábado,27,2396.57,1,0,1,,,,,,,,,,,,,,,,,
910,28/6/2009,domingo,28,2290.41,1,0,1,,,,,,,,,,,,,,,,,
911,29/6/2009,lunes,29,2357.59,0,0,1,,,,,,,,,,,,,,,,,
912,30/6/2009,martes,30,2341.55,0,0,1,,,,,,,,,,,,,,,,,
913,1/7/2009,miércoles,1,2292.69,0,0,1,,,,,,,,,,,,,,,,,
914,2/7/2009,jueves,2,2396.02,0,0,1,,,,,,,,,,,,,,,,,
915,3/7/2009,viernes,3,2335.94,0,0,1,,,,,,,,,,,,,,,,,
916,4/7/2009,sábado,4,2237.75,1,0,1,,,,,,,,,,,,,,,,,
917,5/7/2009,domingo,5,2200.33,1,0,1,,,,,,,,,,,,,,,,,
918,6/7/2009,lunes,6,2359.69,0,0,1,,,,,,,,,,,,,,,,,
919,7/7/2009,martes,7,2662.31,0,0,1,,,,,,,,,,,,,,,,,
920,8/7/2009,miércoles,8,2384.00,0,0,1,,,,,,,,,,,,,,,,,
921,9/7/2009,jueves,9,2331.51,0,0,1,,,,,,,,,,,,,,,,,
922,10/7/2009,viernes,10,2328.84,0,0,1,,,,,,,,,,,,,,,,,
923,11/7/2009,sábado,11,2337.05,1,0,1,,,,,,,,,,,,,,,,,
924,12/7/2009,domingo,12,2191.54,1,0,1,,,,,,,,,,,,,,,,,
925,13/7/2009,lunes,13,2296.02,0,0,1,,,,,,,,,,,,,,,,,
926,14/7/2009,martes,14,2314.53,0,0,1,,,,,,,,,,,,,,,,,
927,15/7/2009,miércoles,15,2422.70,0,0,1,,,,,,,,,,,,,,,,,
928,16/7/2009,jueves,16,2408.88,0,0,1,,,,,,,,,,,,,,,,,
929,17/7/2009,viernes,17,1791.82,0,0,1,,,,,,,,,,,,,,,,,
930,18/7/2009,sábado,18,2610.97,1,0,1,,,,,,,,,,,,,,,,,
931,19/7/2009,domingo,19,2355.38,1,0,1,,,,,,,,,,,,,,,,,
932,20/7/2009,lunes,20,2305.49,0,0,1,,,,,,,,,,,,,,,,,
933,21/7/2009,martes,21,1963.07,0,0,1,,,,,,,,,,,,,,,,,
934,22/7/2009,miércoles,22,2190.16,0,0,1,,,,,,,,,,,,,,,,,
935,23/7/2009,jueves,23,2232.54,0,0,1,,,,,,,,,,,,,,,,,
936,24/7/2009,viernes,24,2319.72,0,0,1,,,,,,,,,,,,,,,,,
937,25/7/2009,sábado,25,2291.54,1,0,1,,,,,,,,,,,,,,,,,
938,26/7/2009,domingo,26,2236.82,1,0,1,,,,,,,,,,,,,,,,,
939,27/7/2009,lunes,27,2302.13,0,0,1,,,,,,,,,,,,,,,,,
940,28/7/2009,martes,28,2292.49,0,0,1,,,,,,,,,,,,,,,,,
941,29/7/2009,miércoles,29,2285.23,0,0,1,,,,,,,,,,,,,,,,,
942,30/7/2009,jueves,30,2303.23,0,0,1,,,,,,,,,,,,,,,,,
943,31/7/2009,viernes,31,2323.15,0,0,1,,,,,,,,,,,,,,,,,
944,1/8/2009,sábado,1,2316.77,1,0,1,,,,,,,,,,,,,,,,,
945,2/8/2009,domingo,2,2234.26,1,0,1,,,,,,,,,,,,,,,,,
946,3/8/2009,lunes,3,2237.25,0,0,1,,,,,,,,,,,,,,,,,
947,4/8/2009,martes,4,2265.73,0,0,1,,,,,,,,,,,,,,,,,
948,5/8/2009,miércoles,5,2278.19,0,0,1,,,,,,,,,,,,,,,,,
949,6/8/2009,jueves,6,2293.22,0,0,1,,,,,,,,,,,,,,,,,
950,7/8/2009,viernes,7,2268.58,0,0,1,,,,,,,,,,,,,,,,,
951,8/8/2009,sábado,8,2242.42,1,0,1,,,,,,,,,,,,,,,,,
952,9/8/2009,domingo,9,2271.26,1,0,1,,,,,,,,,,,,,,,,,
953,10/8/2009,lunes,10,2265.84,0,1,1,,,,,,,,,,,,,,,,,
954,11/8/2009,martes,11,2215.46,0,0,1,,,,,,,,,,,,,,,,,
955,12/8/2009,miércoles,12,2192.97,0,0,1,,,,,,,,,,,,,,,,,
956,13/8/2009,jueves,13,2213.55,0,0,1,,,,,,,,,,,,,,,,,
957,14/8/2009,viernes,14,2230.00,0,0,1,,,,,,,,,,,,,,,,,
958,15/8/2009,sábado,15,2259.79,1,0,1,,,,,,,,,,,,,,,,,
959,16/8/2009,domingo,16,2252.76,1,0,1,,,,,,,,,,,,,,,,,
960,17/8/2009,lunes,17,2251.55,0,0,1,,,,,,,,,,,,,,,,,
961,18/8/2009,martes,18,2012.90,0,0,1,,,,,,,,,,,,,,,,,
962,19/8/2009,miércoles,19,2031.90,0,0,1,,,,,,,,,,,,,,,,,
963,20/8/2009,jueves,20,1869.34,0,0,1,,,,,,,,,,,,,,,,,
964,21/8/2009,viernes,21,2275.68,0,0,1,,,,,,,,,,,,,,,,,
965,22/8/2009,sábado,22,803.70,1,0,1,,,,,,,,,,,,,,,,,
966,23/8/2009,domingo,23,1861.73,1,0,1,,,,,,,,,,,,,,,,,
967,24/8/2009,lunes,24,1890.65,0,0,1,,,,,,,,,,,,,,,,,
