n,date,day-week,day-month,val,weekend,holiday,sequia,,,,,,,,,,,,,,,,,
1919,2/4/2012,lunes,2,2189.29,0,0,0,,,,,,,,,,,,,,,,,
1920,3/4/2012,martes,3,2334.51,0,0,0,,,,,,,,,,,,,,,,,
1921,4/4/2012,miércoles,4,2314.85,0,0,0,,,,,,,,,,,,,,,,,
1922,5/4/2012,jueves,5,2147.74,0,0,0,,,,,,,,,,,,,,,,,
1923,6/4/2012,viernes,6,1986.83,0,1,0,,,,,,,,,,,,,,,,,
1924,7/4/2012,sábado,7,2076.55,1,0,0,,,,,,,,,,,,,,,,,
1925,8/4/2012,domingo,8,2004.08,1,0,0,,,,,,,,,,,,,,,,,
1926,9/4/2012,lunes,9,2169.54,0,0,0,,,,,,,,,,,,,,,,,
1927,10/4/2012,martes,10,2250.65,0,0,0,,,,,,,,,,,,,,,,,
1928,11/4/2012,miércoles,11,2191.84,0,0,0,,,,,,,,,,,,,,,,,
1929,12/4/2012,jueves,12,2224.32,0,0,0,,,,,,,,,,,,,,,,,
1930,13/4/2012,viernes,13,1947.75,0,0,0,,,,,,,,,,,,,,,,,
1931,14/4/2012,sábado,14,2206.38,1,0,0,,,,,,,,,,,,,,,,,
1932,15/4/2012,domingo,15,2296.23,1,0,0,,,,,,,,,,,,,,,,,
1933,16/4/2012,lunes,16,2263.91,0,0,0,,,,,,,,,,,,,,,,,
1934,17/4/2012,martes,17,2252.94,0,0,0,,,,,,,,,,,,,,,,,
1935,18/4/2012,miércoles,18,2235.95,0,0,0,,,,,,,,,,,,,,,,,
1936,19/4/2012,jueves,19,2131.86,0,0,0,,,,,,,,,,,,,,,,,
1937,20/4/2012,viernes,20,2221.42,0,0,0,,,,,,,,,,,,,,,,,
1938,21/4/2012,sábado,21,2260.23,1,0,0,,,,,,,,,,,,,,,,,
1939,22/4/2012,domingo,22,2172.74,1,0,0,,,,,,,,,,,,,,,,,
1940,23/4/2012,lunes,23,2204.10,0,0,0,,,,,,,,,,,,,,,,,
1941,24/4/2012,martes,24,2311.48,0,0,0,,,,,,,,,,,,,,,,,
1942,25/4/2012,miércoles,25,2320.66,0,0,0,,,,,,,,,,,,,,,,,
1943,26/4/2012,jueves,26,2302.20,0,0,0,,,,,,,,,,,,,,,,,
1944,27/4/2012,viernes,27,2198.12,0,0,0,,,,,,,,,,,,,,,,,
1945,28/4/2012,sábado,28,2321.91,1,0,0,,,,,,,,,,,,,,,,,
1946,29/4/2012,domingo,29,2260.52,1,0,0,,,,,,,,,,,,,,,,,
1947,30/4/2012,lunes,30,2249.93,0,0,0,,,,,,,,,,,,,,,,,
1948,1/5/2012,martes,1,2204.34,0,1,0,,,,,,,,,,,,,,,,,
1949,2/5/2012,miércoles,2,2219.52,0,0,0,,,,,,,,,,,,,,,,,
1950,3/5/2012,jueves,3,2182.41,0,0,0,,,,,,,,,,,,,,,,,
1951,4/5/2012,viernes,4,2335.59,0,0,0,,,,,,,,,,,,,,,,,
1952,5/5/2012,sábado,5,2175.46,1,0,0,,,,,,,,,,,,,,,,,
1953,6/5/2012,domingo,6,2209.76,1,0,0,,,,,,,,,,,,,,,,,
1954,7/5/2012,lunes,7,2211.42,0,0,0,,,,,,,,,,,,,,,,,
1955,8/5/2012,martes,8,2242.13,0,0,0,,,,,,,,,,,,,,,,,
1956,9/5/2012,miércoles,9,2305.16,0,0,0,,,,,,,,,,,,,,,,,
1957,10/5/2012,jueves,10,2170.98,0,0,0,,,,,,,,,,,,,,,,,
1958,11/5/2012,viernes,11,2241.76,0,0,0,,,,,,,,,,,,,,,,,
1959,12/5/2012,sábado,12,2321.64,1,0,0,,,,,,,,,,,,,,,,,
1960,13/5/2012,domingo,13,2178.50,1,0,0,,,,,,,,,,,,,,,,,
1961,14/5/2012,lunes,14,2223.07,0,0,0,,,,,,,,,,,,,,,,,
1962,15/5/2012,martes,15,2243.26,0,0,0,,,,,,,,,,,,,,,,,
1963,16/5/2012,miércoles,16,2287.89,0,0,0,,,,,,,,,,,,,,,,,
1964,17/5/2012,jueves,17,2236.00,0,0,0,,,,,,,,,,,,,,,,,
1965,18/5/2012,viernes,18,2204.88,0,0,0,,,,,,,,,,,,,,,,,
1966,19/5/2012,sábado,19,2234.25,1,0,0,,,,,,,,,,,,,,,,,
1967,20/5/2012,domingo,20,2234.49,1,0,0,,,,,,,,,,,,,,,,,
1968,21/5/2012,lunes,21,2263.61,0,0,0,,,,,,,,,,,,,,,,,
1969,22/5/2012,martes,22,2252.06,0,0,0,,,,,,,,,,,,,,,,,
1970,23/5/2012,miércoles,23,2260.63,0,0,0,,,,,,,,,,,,,,,,,
1971,24/5/2012,jueves,24,2295.92,0,1,0,,,,,,,,,,,,,,,,,
1972,25/5/2012,viernes,25,2202.75,0,0,0,,,,,,,,,,,,,,,,,
1973,26/5/2012,sábado,26,2276.14,1,0,0,,,,,,,,,,,,,,,,,
1974,27/5/2012,domingo,27,2226.60,1,0,0,,,,,,,,,,,,,,,,,
1975,28/5/2012,lunes,28,2253.81,0,0,0,,,,,,,,,,,,,,,,,
1976,29/5/2012,martes,29,2551.86,0,0,0,,,,,,,,,,,,,,,,,
1977,30/5/2012,miércoles,30,2403.67,0,0,0,,,,,,,,,,,,,,,,,
1978,31/5/2012,jueves,31,2425.22,0,0,0,,,,,,,,,,,,,,,,,
1979,1/6/2012,viernes,1,2438.32,0,0,1,,,,,,,,,,,,,,,,,
1980,2/6/2012,sábado,2,2368.10,1,0,1,,,,,,,,,,,,,,,,,
1981,3/6/2012,domingo,3,2396.78,1,0,1,,,,,,,,,,,,,,,,,
1982,4/6/2012,lunes,4,2386.53,0,0,1,,,,,,,,,,,,,,,,,
1983,5/6/2012,martes,5,2442.34,0,0,1,,,,,,,,,,,,,,,,,
1984,6/6/2012,miércoles,6,2446.50,0,0,1,,,,,,,,,,,,,,,,,
1985,7/6/2012,jueves,7,2420.28,0,0,1,,,,,,,,,,,,,,,,,
1986,8/6/2012,viernes,8,2397.90,0,0,1,,,,,,,,,,,,,,,,,
1987,9/6/2012,sábado,9,2429.83,1,0,1,,,,,,,,,,,,,,,,,
1988,10/6/2012,domingo,10,2368.25,1,0,1,,,,,,,,,,,,,,,,,
1989,11/6/2012,lunes,11,2431.26,0,0,1,,,,,,,,,,,,,,,,,
1990,12/6/2012,martes,12,2417.05,0,0,1,,,,,,,,,,,,,,,,,
1991,13/6/2012,miércoles,13,2453.53,0,0,1,,,,,,,,,,,,,,,,,
1992,14/6/2012,jueves,14,2438.98,0,0,1,,,,,,,,,,,,,,,,,
1993,15/6/2012,viernes,15,2270.47,0,0,1,,,,,,,,,,,,,,,,,
1994,16/6/2012,sábado,16,2434.77,1,0,1,,,,,,,,,,,,,,,,,
1995,17/6/2012,domingo,17,2382.51,1,0,1,,,,,,,,,,,,,,,,,
1996,18/6/2012,lunes,18,2408.90,0,0,1,,,,,,,,,,,,,,,,,
1997,19/6/2012,martes,19,2429.69,0,0,1,,,,,,,,,,,,,,,,,
1998,20/6/2012,miércoles,20,2727.29,0,0,1,,,,,,,,,,,,,,,,,
1999,21/6/2012,jueves,21,2429.63,0,0,1,,,,,,,,,,,,,,,,,
2000,22/6/2012,viernes,22,2452.81,0,0,1,,,,,,,,,,,,,,,,,
2001,23/6/2012,sábado,23,2373.88,1,0,1,,,,,,,,,,,,,,,,,
2002,24/6/2012,domingo,24,2371.23,1,0,1,,,,,,,,,,,,,,,,,
2003,25/6/2012,lunes,25,2179.59,0,0,1,,,,,,,,,,,,,,,,,
2004,26/6/2012,martes,26,2480.15,0,0,1,,,,,,,,,,,,,,,,,
2005,27/6/2012,miércoles,27,2375.61,0,0,1,,,,,,,,,,,,,,,,,
2006,28/6/2012,jueves,28,2412.93,0,0,1,,,,,,,,,,,,,,,,,
2007,29/6/2012,viernes,29,2332.83,0,0,1,,,,,,,,,,,,,,,,,
2008,30/6/2012,sábado,30,2312.37,1,0,1,,,,,,,,,,,,,,,,,
2009,1/7/2012,domingo,1,2287.34,1,0,1,,,,,,,,,,,,,,,,,
2010,2/7/2012,lunes,2,2303.71,0,0,1,,,,,,,,,,,,,,,,,
2011,3/7/2012,martes,3,2382.89,0,0,1,,,,,,,,,,,,,,,,,
2012,4/7/2012,miércoles,4,2387.12,0,0,1,,,,,,,,,,,,,,,,,
2013,5/7/2012,jueves,5,2362.03,0,0,1,,,,,,,,,,,,,,,,,
2014,6/7/2012,viernes,6,1965.93,0,0,1,,,,,,,,,,,,,,,,,
2015,7/7/2012,sábado,7,1994.17,1,0,1,,,,,,,,,,,,,,,,,
2016,8/7/2012,domingo,8,1984.16,1,0,1,,,,,,,,,,,,,,,,,
2017,9/7/2012,lunes,9,2299.27,0,0,1,,,,,,,,,,,,,,,,,
2018,10/7/2012,martes,10,2404.30,0,0,1,,,,,,,,,,,,,,,,,
2019,11/7/2012,miércoles,11,2415.69,0,0,1,,,,,,,,,,,,,,,,,
2020,12/7/2012,jueves,12,2383.01,0,0,1,,,,,,,,,,,,,,,,,
2021,13/7/2012,viernes,13,2296.62,0,0,1,,,,,,,,,,,,,,,,,
2022,14/7/2012,sábado,14,2330.89,1,0,1,,,,,,,,,,,,,,,,,
2023,15/7/2012,domingo,15,2320.93,1,0,1,,,,,,,,,,,,,,,,,
2024,16/7/2012,lunes,16,2353.60,0,0,1,,,,,,,,,,,,,,,,,
2025,17/7/2012,martes,17,2422.10,0,0,1,,,,,,,,,,,,,,,,,
2026,18/7/2012,miércoles,18,2423.02,0,0,1,,,,,,,,,,,,,,,,,
2027,19/7/2012,jueves,19,2451.02,0,0,1,,,,,,,,,,,,,,,,,
2028,20/7/2012,viernes,20,2496.40,0,0,1,,,,,,,,,,,,,,,,,
2029,21/7/2012,sábado,21,2478.09,1,0,1,,,,,,,,,,,,,,,,,
2030,22/7/2012,domingo,22,2066.97,1,0,1,,,,,,,,,,,,,,,,,
2031,23/7/2012,lunes,23,2018.82,0,0,1,,,,,,,,,,,,,,,,,
2032,24/7/2012,martes,24,2371.84,0,0,1,,,,,,,,,,,,,,,,,
2033,25/7/2012,miércoles,25,2516.08,0,0,1,,,,,,,,,,,,,,,,,
2034,26/7/2012,jueves,26,2335.91,0,0,1,,,,,,,,,,,,,,,,,
2035,27/7/2012,viernes,27,2485.31,0,0,1,,,,,,,,,,,,,,,,,
2036,28/7/2012,sábado,28,2504.75,1,0,1,,,,,,,,,,,,,,,,,
2037,29/7/2012,domingo,29,2400.80,1,0,1,,,,,,,,,,,,,,,,,
2038,30/7/2012,lunes,30,2406.16,0,0,1,,,,,,,,,,,,,,,,,
2039,31/7/2012,martes,31,2501.94,0,0,1,,,,,,,,,,,,,,,,,
2040,1/8/2012,miércoles,1,2522.64,0,0,1,,,,,,,,,,,,,,,,,
2041,2/8/2012,jueves,2,2525.17,0,0,1,,,,,,,,,,,,,,,,,
2042,3/8/2012,viernes,3,2526.95,0,0,1,,,,,,,,,,,,,,,,,
2043,4/8/2012,sábado,4,2630.28,1,0,1,,,,,,,,,,,,,,,,,
2044,5/8/2012,domingo,5,2426.04,1,0,1,,,,,,,,,,,,,,,,,
2045,6/8/2012,lunes,6,2584.10,0,0,1,,,,,,,,,,,,,,,,,
2046,7/8/2012,martes,7,2596.28,0,0,1,,,,,,,,,,,,,,,,,
2047,8/8/2012,miércoles,8,2600.71,0,0,1,,,,,,,,,,,,,,,,,
2048,9/8/2012,jueves,9,2634.20,0,0,1,,,,,,,,,,,,,,,,,
2049,10/8/2012,viernes,10,2587.85,0,1,1,,,,,,,,,,,,,,,,,
2050,11/8/2012,sábado,11,2531.03,1,0,1,,,,,,,,,,,,,,,,,
2051,12/8/2012,domingo,12,2447.68,1,0,1,,,,,,,,,,,,,,,,,
2052,13/8/2012,lunes,13,2507.85,0,0,1,,,,,,,,,,,,,,,,,
2053,14/8/2012,martes,14,2633.93,0,0,1,,,,,,,,,,,,,,,,,
2054,15/8/2012,miércoles,15,2655.87,0,0,1,,,,,,,,,,,,,,,,,
2055,16/8/2012,jueves,16,2589.06,0,0,1,,,,,,,,,,,,,,,,,
2056,17/8/2012,viernes,17,2479.13,0,0,1,,,,,,,,,,,,,,,,,
2057,18/8/2012,sábado,18,2493.94,1,0,1,,,,,,,,,,,,,,,,,
2058,19/8/2012,domingo,19,2461.46,1,0,1,,,,,,,,,,,,,,,,,
2059,20/8/2012,lunes,20,2574.73,0,0,1,,,,,,,,,,,,,,,,,
2060,21/8/2012,martes,21,2653.83,0,0,1,,,,,,,,,,,,,,,,,
2061,22/8/2012,miércoles,22,2618.21,0,0,1,,,,,,,,,,,,,,,,,
2062,23/8/2012,jueves,23,2547.00,0,0,1,,,,,,,,,,,,,,,,,
2063,24/8/2012,viernes,24,2607.77,0,0,1,,,,,,,,,,,,,,,,,
2064,25/8/2012,sábado,25,2535.34,1,0,1,,,,,,,,,,,,,,,,,
2065,26/8/2012,domingo,26,2467.60,1,0,1,,,,,,,,,,,,,,,,,
2066,27/8/2012,lunes,27,2503.99,0,0,1,,,,,,,,,,,,,,,,,
2067,28/8/2012,martes,28,2599.07,0,0,1,,,,,,,,,,,,,,,,,
2068,29/8/2012,miércoles,29,2649.39,0,0,1,,,,,,,,,,,,,,,,,
2069,30/8/2012,jueves,30,2648.14,0,0,1,,,,,,,,,,,,,,,,,
2070,31/8/2012,viernes,31,2378.18,0,0,1,,,,,,,,,,,,,,,,,
2071,1/9/2012,sábado,1,2594.36,1,0,1,,,,,,,,,,,,,,,,,
2072,2/9/2012,domingo,2,2627.32,1,0,1,,,,,,,,,,,,,,,,,
2073,3/9/2012,lunes,3,2582.12,0,0,1,,,,,,,,,,,,,,,,,
2074,4/9/2012,martes,4,2635.77,0,0,1,,,,,,,,,,,,,,,,,
2075,5/9/2012,miércoles,5,2649.37,0,0,1,,,,,,,,,,,,,,,,,
2076,6/9/2012,jueves,6,2691.46,0,0,1,,,,,,,,,,,,,,,,,
2077,7/9/2012,viernes,7,2680.23,0,0,1,,,,,,,,,,,,,,,,,
2078,8/9/2012,sábado,8,2588.91,1,0,1,,,,,,,,,,,,,,,,,
2079,9/9/2012,domingo,9,2595.92,1,0,1,,,,,,,,,,,,,,,,,
2080,10/9/2012,lunes,10,2443.06,0,0,1,,,,,,,,,,,,,,,,,
2081,11/9/2012,martes,11,2623.75,0,0,1,,,,,,,,,,,,,,,,,
2082,12/9/2012,miércoles,12,2678.56,0,0,1,,,,,,,,,,,,,,,,,
2083,13/9/2012,jueves,13,2669.80,0,0,1,,,,,,,,,,,,,,,,,
2084,14/9/2012,viernes,14,2662.73,0,0,1,,,,,,,,,,,,,,,,,
2085,15/9/2012,sábado,15,2676.81,1,0,1,,,,,,,,,,,,,,,,,
2086,16/9/2012,domingo,16,2687.38,1,0,1,,,,,,,,,,,,,,,,,
2087,17/9/2012,lunes,17,2549.88,0,0,1,,,,,,,,,,,,,,,,,
2088,18/9/2012,martes,18,2629.76,0,0,1,,,,,,,,,,,,,,,,,
2089,19/9/2012,miércoles,19,2620.18,0,0,1,,,,,,,,,,,,,,,,,
2090,20/9/2012,jueves,20,2549.64,0,0,1,,,,,,,,,,,,,,,,,
2091,21/9/2012,viernes,21,2654.53,0,0,1,,,,,,,,,,,,,,,,,
2092,22/9/2012,sábado,22,2558.51,1,0,1,,,,,,,,,,,,,,,,,
2093,23/9/2012,domingo,23,2636.37,1,0,1,,,,,,,,,,,,,,,,,
2094,24/9/2012,lunes,24,2600.39,0,0,1,,,,,,,,,,,,,,,,,
2095,25/9/2012,martes,25,2616.38,0,0,1,,,,,,,,,,,,,,,,,
2096,26/9/2012,miércoles,26,2463.39,0,0,1,,,,,,,,,,,,,,,,,
2097,27/9/2012,jueves,27,2543.69,0,0,1,,,,,,,,,,,,,,,,,
2098,28/9/2012,viernes,28,2479.44,0,0,1,,,,,,,,,,,,,,,,,
2099,29/9/2012,sábado,29,2531.42,1,0,1,,,,,,,,,,,,,,,,,
2100,30/9/2012,domingo,30,2598.02,1,0,1,,,,,,,,,,,,,,,,,
2101,1/10/2012,lunes,1,2499.37,0,0,0,,,,,,,,,,,,,,,,,
2102,2/10/2012,martes,2,2547.24,0,0,0,,,,,,,,,,,,,,,,,
2103,3/10/2012,miércoles,3,2557.52,0,0,0,,,,,,,,,,,,,,,,,
2104,4/10/2012,jueves,4,2555.59,0,0,0,,,,,,,,,,,,,,,,,
2105,5/10/2012,viernes,5,2376.80,0,0,0,,,,,,,,,,,,,,,,,
2106,6/10/2012,sábado,6,2402.10,1,0,0,,,,,,,,,,,,,,,,,
2107,7/10/2012,domingo,7,2386.31,1,0,0,,,,,,,,,,,,,,,,,
2108,8/10/2012,lunes,8,2453.28,0,0,0,,,,,,,,,,,,,,,,,
2109,9/10/2012,martes,9,2398.96,0,1,0,,,,,,,,,,,,,,,,,
2110,10/10/2012,miércoles,10,2455.16,0,0,0,,,,,,,,,,,,,,,,,
2111,11/10/2012,jueves,11,2446.30,0,0,0,,,,,,,,,,,,,,,,,
2112,12/10/2012,viernes,12,2379.58,0,0,0,,,,,,,,,,,,,,,,,
2113,13/10/2012,sábado,13,2356.03,1,0,0,,,,,,,,,,,,,,,,,
2114,14/10/2012,domingo,14,2317.07,1,0,0,,,,,,,,,,,,,,,,,
2115,15/10/2012,lunes,15,2439.36,0,0,0,,,,,,,,,,,,,,,,,
2116,16/10/2012,martes,16,2405.76,0,0,0,,,,,,,,,,,,,,,,,
2117,17/10/2012,miércoles,17,2271.65,0,0,0,,,,,,,,,,,,,,,,,
2118,18/10/2012,jueves,18,2335.25,0,0,0,,,,,,,,,,,,,,,,,
2119,19/10/2012,viernes,19,2289.36,0,0,0,,,,,,,,,,,,,,,,,
2120,20/10/2012,sábado,20,2375.70,1,0,0,,,,,,,,,,,,,,,,,
2121,21/10/2012,domingo,21,2450.89,1,0,0,,,,,,,,,,,,,,,,,
2122,22/10/2012,lunes,22,2444.97,0,0,0,,,,,,,,,,,,,,,,,
2123,23/10/2012,martes,23,2399.61,0,0,0,,,,,,,,,,,,,,,,,
2124,24/10/2012,miércoles,24,2333.07,0,0,0,,,,,,,,,,,,,,,,,
2125,25/10/2012,jueves,25,2340.86,0,0,0,,,,,,,,,,,,,,,,,
2126,26/10/2012,viernes,26,2442.58,0,0,0,,,,,,,,,,,,,,,,,
2127,27/10/2012,sábado,27,2427.62,1,0,0,,,,,,,,,,,,,,,,,
2128,28/10/2012,domingo,28,2475.94,1,0,0,,,,,,,,,,,,,,,,,
2129,29/10/2012,lunes,29,2571.32,0,0,0,,,,,,,,,,,,,,,,,
2130,30/10/2012,martes,30,2525.58,0,0,0,,,,,,,,,,,,,,,,,
2131,31/10/2012,miércoles,31,2379.48,0,0,0,,,,,,,,,,,,,,,,,
2132,1/11/2012,jueves,1,2454.97,0,0,0,,,,,,,,,,,,,,,,,
2133,2/11/2012,viernes,2,2395.35,0,1,0,,,,,,,,,,,,,,,,,
2134,3/11/2012,sábado,3,2357.25,1,1,0,,,,,,,,,,,,,,,,,
2135,4/11/2012,domingo,4,2295.28,1,0,0,,,,,,,,,,,,,,,,,
2136,5/11/2012,lunes,5,2344.77,0,0,0,,,,,,,,,,,,,,,,,
2137,6/11/2012,martes,6,2389.45,0,0,0,,,,,,,,,,,,,,,,,
2138,7/11/2012,miércoles,7,2400.11,0,0,0,,,,,,,,,,,,,,,,,
2139,8/11/2012,jueves,8,2435.90,0,0,0,,,,,,,,,,,,,,,,,
2140,9/11/2012,viernes,9,2371.34,0,0,0,,,,,,,,,,,,,,,,,
2141,10/11/2012,sábado,10,2405.56,1,0,0,,,,,,,,,,,,,,,,,
2142,11/11/2012,domingo,11,2453.77,1,0,0,,,,,,,,,,,,,,,,,
2143,12/11/2012,lunes,12,2331.99,0,0,0,,,,,,,,,,,,,,,,,
2144,13/11/2012,martes,13,2435.08,0,0,0,,,,,,,,,,,,,,,,,
2145,14/11/2012,miércoles,14,2603.21,0,0,0,,,,,,,,,,,,,,,,,
2146,15/11/2012,jueves,15,2445.44,0,0,0,,,,,,,,,,,,,,,,,
2147,16/11/2012,viernes,16,2656.50,0,0,0,,,,,,,,,,,,,,,,,
2148,17/11/2012,sábado,17,2381.41,1,0,0,,,,,,,,,,,,,,,,,
2149,18/11/2012,domingo,18,2374.52,1,0,0,,,,,,,,,,,,,,,,,
2150,19/11/2012,lunes,19,2338.38,0,0,0,,,,,,,,,,,,,,,,,
2151,20/11/2012,martes,20,2440.77,0,0,0,,,,,,,,,,,,,,,,,
2152,21/11/2012,miércoles,21,2399.53,0,0,0,,,,,,,,,,,,,,,,,
2153,22/11/2012,jueves,22,2356.86,0,0,0,,,,,,,,,,,,,,,,,
2154,23/11/2012,viernes,23,2370.64,0,0,0,,,,,,,,,,,,,,,,,
2155,24/11/2012,sábado,24,2421.51,1,0,0,,,,,,,,,,,,,,,,,
2156,25/11/2012,domingo,25,2350.00,1,0,0,,,,,,,,,,,,,,,,,
2157,26/11/2012,lunes,26,2439.05,0,0,0,,,,,,,,,,,,,,,,,
2158,27/11/2012,martes,27,2458.13,0,0,0,,,,,,,,,,,,,,,,,
2159,28/11/2012,miércoles,28,2495.75,0,0,0,,,,,,,,,,,,,,,,,
2160,29/11/2012,jueves,29,2392.13,0,0,0,,,,,,,,,,,,,,,,,
2161,30/11/2012,viernes,30,2363.01,0,0,0,,,,,,,,,,,,,,,,,
2162,1/12/2012,sábado,1,2344.67,1,0,0,,,,,,,,,,,,,,,,,
2163,2/12/2012,domingo,2,2399.21,1,0,0,,,,,,,,,,,,,,,,,
2164,3/12/2012,lunes,3,2453.71,0,0,0,,,,,,,,,,,,,,,,,
2165,4/12/2012,martes,4,2466.74,0,0,0,,,,,,,,,,,,,,,,,
2166,5/12/2012,miércoles,5,2416.95,0,0,0,,,,,,,,,,,,,,,,,
2167,6/12/2012,jueves,6,2318.15,0,1,0,,,,,,,,,,,,,,,,,
2168,7/12/2012,viernes,7,2546.56,0,0,0,,,,,,,,,,,,,,,,,
2169,8/12/2012,sábado,8,2462.20,1,0,0,,,,,,,,,,,,,,,,,
2170,9/12/2012,domingo,9,2578.18,1,0,0,,,,,,,,,,,,,,,,,
2171,10/12/2012,lunes,10,2582.02,0,0,0,,,,,,,,,,,,,,,,,
2172,11/12/2012,martes,11,2552.68,0,0,0,,,,,,,,,,,,,,,,,
2173,12/12/2012,miércoles,12,2570.97,0,0,0,,,,,,,,,,,,,,,,,
2174,13/12/2012,jueves,13,2464.50,0,0,0,,,,,,,,,,,,,,,,,
2175,14/12/2012,viernes,14,2485.27,0,0,0,,,,,,,,,,,,,,,,,
2176,15/12/2012,sábado,15,2514.27,1,0,0,,,,,,,,,,,,,,,,,
2177,16/12/2012,domingo,16,2540.69,1,0,0,,,,,,,,,,,,,,,,,
2178,17/12/2012,lunes,17,2571.80,0,0,0,,,,,,,,,,,,,,,,,
2179,18/12/2012,martes,18,2586.14,0,0,0,,,,,,,,,,,,,,,,,
2180,19/12/2012,miércoles,19,2588.80,0,0,0,,,,,,,,,,,,,,,,,
2181,20/12/2012,jueves,20,2594.76,0,0,0,,,,,,,,,,,,,,,,,
2182,21/12/2012,viernes,21,2563.01,0,0,0,,,,,,,,,,,,,,,,,
2183,22/12/2012,sábado,22,2511.67,1,0,0,,,,,,,,,,,,,,,,,
2184,23/12/2012,domingo,23,2476.68,1,0,0,,,,,,,,,,,,,,,,,
2185,24/12/2012,lunes,24,2519.01,0,0,0,,,,,,,,,,,,,,,,,
2186,25/12/2012,martes,25,2489.15,0,1,0,,,,,,,,,,,,,,,,,
2187,26/12/2012,miércoles,26,2518.53,0,0,0,,,,,,,,,,,,,,,,,
2188,27/12/2012,jueves,27,2637.17,0,0,0,,,,,,,,,,,,,,,,,
2189,28/12/2012,viernes,28,2540.92,0,0,0,,,,,,,,,,,,,,,,,
2190,29/12/2012,sábado,29,2555.88,1,0,0,,,,,,,,,,,,,,,,,
2191,30/12/2012,domingo,30,2535.39,1,0,0,,,,,,,,,,,,,,,,,
2192,31/12/2012,lunes,31,2427.95,0,0,0,,,,,,,,,,,,,,,,,
2193,1/1/2013,martes,1,2342.54,0,1,0,,,,,,,,,,,,,,,,,
2194,2/1/2013,miércoles,2,2434.34,0,0,0,,,,,,,,,,,,,,,,,
2195,3/1/2013,jueves,3,2523.78,0,0,0,,,,,,,,,,,,,,,,,
2196,4/1/2013,viernes,4,2564.91,0,0,0,,,,,,,,,,,,,,,,,
2197,5/1/2013,sábado,5,2526.29,1,0,0,,,,,,,,,,,,,,,,,
2198,6/1/2013,domingo,6,2524.60,1,0,0,,,,,,,,,,,,,,,,,
2199,7/1/2013,lunes,7,2564.79,0,0,0,,,,,,,,,,,,,,,,,
2200,8/1/2013,martes,8,2564.20,0,0,0,,,,,,,,,,,,,,,,,
2201,9/1/2013,miércoles,9,2551.17,0,0,0,,,,,,,,,,,,,,,,,
2202,10/1/2013,jueves,10,2667.37,0,0,0,,,,,,,,,,,,,,,,,
2203,11/1/2013,viernes,11,2596.70,0,0,0,,,,,,,,,,,,,,,,,
2204,12/1/2013,sábado,12,2693.97,1,0,0,,,,,,,,,,,,,,,,,
2205,13/1/2013,domingo,13,2679.91,1,0,0,,,,,,,,,,,,,,,,,
2206,14/1/2013,lunes,14,2570.62,0,0,0,,,,,,,,,,,,,,,,,
2207,15/1/2013,martes,15,2576.14,0,0,0,,,,,,,,,,,,,,,,,
2208,16/1/2013,miércoles,16,2614.39,0,0,0,,,,,,,,,,,,,,,,,
2209,17/1/2013,jueves,17,2475.60,0,0,0,,,,,,,,,,,,,,,,,
2210,18/1/2013,viernes,18,2422.98,0,0,0,,,,,,,,,,,,,,,,,
2211,19/1/2013,sábado,19,2502.46,1,0,0,,,,,,,,,,,,,,,,,
2212,20/1/2013,domingo,20,2532.93,1,0,0,,,,,,,,,,,,,,,,,
2213,21/1/2013,lunes,21,2184.36,0,0,0,,,,,,,,,,,,,,,,,
2214,22/1/2013,martes,22,2552.26,0,0,0,,,,,,,,,,,,,,,,,
2215,23/1/2013,miércoles,23,2695.40,0,0,0,,,,,,,,,,,,,,,,,
2216,24/1/2013,jueves,24,2616.18,0,0,0,,,,,,,,,,,,,,,,,
2217,25/1/2013,viernes,25,2450.07,0,0,0,,,,,,,,,,,,,,,,,
2218,26/1/2013,sábado,26,2560.21,1,0,0,,,,,,,,,,,,,,,,,
2219,27/1/2013,domingo,27,2538.67,1,0,0,,,,,,,,,,,,,,,,,
2220,28/1/2013,lunes,28,2554.97,0,0,0,,,,,,,,,,,,,,,,,
2221,29/1/2013,martes,29,2598.30,0,0,0,,,,,,,,,,,,,,,,,
2222,30/1/2013,miércoles,30,2651.41,0,0,0,,,,,,,,,,,,,,,,,
2223,31/1/2013,jueves,31,2700.91,0,0,0,,,,,,,,,,,,,,,,,
2224,1/2/2013,viernes,1,2695.09,0,0,0,,,,,,,,,,,,,,,,,
2225,2/2/2013,sábado,2,2598.36,1,0,0,,,,,,,,,,,,,,,,,
2226,3/2/2013,domingo,3,2556.20,1,0,0,,,,,,,,,,,,,,,,,
2227,4/2/2013,lunes,4,2503.97,0,0,0,,,,,,,,,,,,,,,,,
2228,5/2/2013,martes,5,2384.73,0,0,0,,,,,,,,,,,,,,,,,
2229,6/2/2013,miércoles,6,2481.58,0,0,0,,,,,,,,,,,,,,,,,
2230,7/2/2013,jueves,7,2515.99,0,0,0,,,,,,,,,,,,,,,,,
2231,8/2/2013,viernes,8,2554.38,0,0,0,,,,,,,,,,,,,,,,,
2232,9/2/2013,sábado,9,2438.12,1,0,0,,,,,,,,,,,,,,,,,
2233,10/2/2013,domingo,10,2167.93,1,0,0,,,,,,,,,,,,,,,,,
2234,11/2/2013,lunes,11,2217.63,0,1,0,,,,,,,,,,,,,,,,,
2235,12/2/2013,martes,12,2252.00,0,1,0,,,,,,,,,,,,,,,,,
